Price,Close,High,Low,Open,Volume
Ticker,CADUSD=X,CADUSD=X,CADUSD=X,CADUSD=X,CADUSD=X
Datetime,,,,,
2025-01-07 00:00:00+00:00,0.6972965598106384,0.6974959969520569,0.6972723007202148,0.69730144739151,0
2025-01-07 00:01:00+00:00,0.69730144739151,0.6974473595619202,0.6972528100013733,0.69730144739151,0
2025-01-07 00:02:00+00:00,0.69730144739151,0.6974473595619202,0.6972187757492065,0.6972965598106384,0
2025-01-07 00:03:00+00:00,0.69731605052948,0.6974959969520569,0.6972430944442749,0.6972965598106384,0
2025-01-07 00:04:00+00:00,0.6972625255584717,0.6974959969520569,0.6972479820251465,0.6973062753677368,0
2025-01-07 00:05:00+00:00,0.6973062753677368,0.6974473595619202,0.6972333788871765,0.6972625255584717,0
2025-01-07 00:06:00+00:00,0.69730144739151,0.6974959969520569,0.6972771286964417,0.6973062753677368,0
2025-01-07 00:07:00+00:00,0.6972674131393433,0.6974473595619202,0.6972382664680481,0.6972965598106384,0
2025-01-07 00:08:00+00:00,0.6972333788871765,0.6974473595619202,0.6971993446350098,0.6972723007202148,0
2025-01-07 00:09:00+00:00,0.6973208785057068,0.6974959969520569,0.6972382664680481,0.6974473595619202,0
2025-01-07 00:10:00+00:00,0.6973257660865784,0.6975446939468384,0.69730144739151,0.6973257660865784,0
2025-01-07 00:11:00+00:00,0.6974959969520569,0.6975446939468384,0.69730144739151,0.6973451972007751,0
2025-01-07 00:12:00+00:00,0.6972723007202148,0.6974473595619202,0.697194516658783,0.6973451972007751,0
2025-01-07 00:13:00+00:00,0.6972479820251465,0.6974473595619202,0.6972236633300781,0.6972674131393433,0
2025-01-07 00:14:00+00:00,0.6972430944442749,0.6974473595619202,0.6972333788871765,0.6973500847816467,0
2025-01-07 00:15:00+00:00,0.6972528100013733,0.6974473595619202,0.6972236633300781,0.6972479820251465,0
2025-01-07 00:16:00+00:00,0.6971701383590698,0.6973987221717834,0.6971507668495178,0.6972284913063049,0
2025-01-07 00:17:00+00:00,0.6971119046211243,0.6973500847816467,0.6970973014831543,0.6972528100013733,0
2025-01-07 00:18:00+00:00,0.697165310382843,0.6973500847816467,0.6970826983451843,0.6971167325973511,0
2025-01-07 00:19:00+00:00,0.6971507668495178,0.6973987221717834,0.6971507668495178,0.6971701383590698,0
2025-01-07 00:20:00+00:00,0.6971993446350098,0.6973500847816467,0.6971361637115479,0.6971701383590698,0
2025-01-07 00:21:00+00:00,0.6971701383590698,0.6973500847816467,0.6971312761306763,0.697194516658783,0
2025-01-07 00:22:00+00:00,0.6971750259399414,0.6973500847816467,0.6971264481544495,0.6971701383590698,0
2025-01-07 00:23:00+00:00,0.6971701383590698,0.6973500847816467,0.6971507668495178,0.6971750259399414,0
2025-01-07 00:24:00+00:00,0.69730144739151,0.6973987221717834,0.6971312761306763,0.6971701383590698,0
2025-01-07 00:25:00+00:00,0.69730144739151,0.6973987221717834,0.6971555948257446,0.6972042322158813,0
2025-01-07 00:26:00+00:00,0.69730144739151,0.6973500847816467,0.6971555948257446,0.6971847414970398,0
2025-01-07 00:27:00+00:00,0.697165310382843,0.6973500847816467,0.6971312761306763,0.6971993446350098,0
2025-01-07 00:28:00+00:00,0.6970973014831543,0.69730144739151,0.6970632672309875,0.6971604824066162,0
2025-01-07 00:29:00+00:00,0.6969807147979736,0.6972528100013733,0.6969807147979736,0.6970875263214111,0
2025-01-07 00:30:00+00:00,0.6972042322158813,0.6972042322158813,0.6969807147979736,0.697009801864624,0
2025-01-07 00:31:00+00:00,0.6970438361167908,0.6972042322158813,0.6970000863075256,0.6972042322158813,0
2025-01-07 00:32:00+00:00,0.6972042322158813,0.6972528100013733,0.6970195770263672,0.6971555948257446,0
2025-01-07 00:33:00+00:00,0.6971119046211243,0.6972528100013733,0.6970341205596924,0.6970438361167908,0
2025-01-07 00:34:00+00:00,0.6970973014831543,0.6973500847816467,0.6970778703689575,0.6971119046211243,0
2025-01-07 00:35:00+00:00,0.6970778703689575,0.6972528100013733,0.6970292925834656,0.6972042322158813,0
2025-01-07 00:36:00+00:00,0.6970584392547607,0.6972528100013733,0.697009801864624,0.6970778703689575,0
2025-01-07 00:37:00+00:00,0.6972042322158813,0.6972528100013733,0.6970049738883972,0.6970535516738892,0
2025-01-07 00:38:00+00:00,0.6971070170402527,0.6972528100013733,0.6970341205596924,0.6970486640930176,0
2025-01-07 00:39:00+00:00,0.6972042322158813,0.69730144739151,0.6970826983451843,0.6971119046211243,0
2025-01-07 00:40:00+00:00,0.6972528100013733,0.6973500847816467,0.6970729827880859,0.6971264481544495,0
2025-01-07 00:41:00+00:00,0.69730144739151,0.69730144739151,0.6970826983451843,0.6971507668495178,0
2025-01-07 00:42:00+00:00,0.6971070170402527,0.69730144739151,0.6970778703689575,0.6970875263214111,0
2025-01-07 00:43:00+00:00,0.6971167325973511,0.69730144739151,0.6971021294593811,0.6971167325973511,0
2025-01-07 00:44:00+00:00,0.6971070170402527,0.69730144739151,0.6970973014831543,0.6971215605735779,0
2025-01-07 00:45:00+00:00,0.6972528100013733,0.69730144739151,0.6970729827880859,0.6971119046211243,0
2025-01-07 00:46:00+00:00,0.697165310382843,0.6973500847816467,0.6970729827880859,0.6970826983451843,0
2025-01-07 00:47:00+00:00,0.697179913520813,0.6973987221717834,0.6971458792686462,0.6971555948257446,0
2025-01-07 00:48:00+00:00,0.6973987221717834,0.6973987221717834,0.6971555948257446,0.69730144739151,0
2025-01-07 00:49:00+00:00,0.6973695158958435,0.6974959969520569,0.6971896290779114,0.6973987221717834,0
2025-01-07 00:50:00+00:00,0.6973257660865784,0.6975932717323303,0.6972965598106384,0.6973646879196167,0
2025-01-07 00:51:00+00:00,0.6973257660865784,0.6974959969520569,0.6972771286964417,0.6974959969520569,0
2025-01-07 00:52:00+00:00,0.6972869038581848,0.6975446939468384,0.6972723007202148,0.6973257660865784,0
2025-01-07 00:53:00+00:00,0.6972965598106384,0.6974959969520569,0.6972528100013733,0.69731605052948,0
2025-01-07 00:54:00+00:00,0.6973403096199036,0.6975446939468384,0.6972723007202148,0.6972965598106384,0
2025-01-07 00:55:00+00:00,0.6972042322158813,0.6975446939468384,0.697179913520813,0.6973549127578735,0
2025-01-07 00:56:00+00:00,0.6971993446350098,0.6973987221717834,0.6971701383590698,0.6973987221717834,0
2025-01-07 00:57:00+00:00,0.6972820162773132,0.6974473595619202,0.6971410512924194,0.6971896290779114,0
2025-01-07 00:58:00+00:00,0.6973403096199036,0.6974959969520569,0.6972771286964417,0.6973062753677368,0
2025-01-07 00:59:00+00:00,0.697418212890625,0.6976419687271118,0.69731605052948,0.6973403096199036,0
2025-01-07 01:00:00+00:00,0.6974667906761169,0.6976419687271118,0.6973744034767151,0.6974084377288818,0
2025-01-07 01:01:00+00:00,0.6973938345909119,0.6976906061172485,0.6973841190338135,0.6975932717323303,0
2025-01-07 01:02:00+00:00,0.6975932717323303,0.6975932717323303,0.6973695158958435,0.6974133253097534,0
2025-01-07 01:03:00+00:00,0.6972820162773132,0.6975932717323303,0.6972820162773132,0.6974084377288818,0
2025-01-07 01:04:00+00:00,0.6972430944442749,0.6974959969520569,0.6972333788871765,0.6974473595619202,0
2025-01-07 01:05:00+00:00,0.6972333788871765,0.6974473595619202,0.6972236633300781,0.6972674131393433,0
2025-01-07 01:06:00+00:00,0.6971993446350098,0.6974473595619202,0.6971458792686462,0.6972382664680481,0
2025-01-07 01:07:00+00:00,0.6972625255584717,0.6973987221717834,0.6971701383590698,0.6971993446350098,0
2025-01-07 01:08:00+00:00,0.697213888168335,0.6974473595619202,0.697179913520813,0.6972430944442749,0
2025-01-07 01:09:00+00:00,0.6972528100013733,0.6974473595619202,0.697179913520813,0.6973500847816467,0
2025-01-07 01:10:00+00:00,0.6972333788871765,0.6974473595619202,0.697194516658783,0.6972576975822449,0
2025-01-07 01:11:00+00:00,0.6972771286964417,0.6974473595619202,0.6972284913063049,0.6973987221717834,0
2025-01-07 01:12:00+00:00,0.697213888168335,0.6974473595619202,0.6971993446350098,0.6972820162773132,0
2025-01-07 01:13:00+00:00,0.6973500847816467,0.6974473595619202,0.6971847414970398,0.6972090601921082,0
2025-01-07 01:14:00+00:00,0.6972479820251465,0.6974473595619202,0.6972284913063049,0.6972528100013733,0
2025-01-07 01:15:00+00:00,0.6972479820251465,0.6974473595619202,0.697179913520813,0.6972576975822449,0
2025-01-07 01:16:00+00:00,0.6973500847816467,0.6974473595619202,0.6972187757492065,0.6972625255584717,0
2025-01-07 01:17:00+00:00,0.6972042322158813,0.6974473595619202,0.6972042322158813,0.6972528100013733,0
2025-01-07 01:18:00+00:00,0.6973987221717834,0.6973987221717834,0.6971993446350098,0.6972284913063049,0
2025-01-07 01:19:00+00:00,0.6972674131393433,0.6974473595619202,0.6972090601921082,0.6972674131393433,0
2025-01-07 01:20:00+00:00,0.6977880001068115,0.697836697101593,0.6972236633300781,0.6972528100013733,0
2025-01-07 01:21:00+00:00,0.6975300312042236,0.697836697101593,0.6975300312042236,0.6975787281990051,0
2025-01-07 01:22:00+00:00,0.6974765062332153,0.69773930311203,0.6974424719810486,0.6975349187850952,0
2025-01-07 01:23:00+00:00,0.6974522471427917,0.6976906061172485,0.6973889470100403,0.6974716782569885,0
2025-01-07 01:24:00+00:00,0.697418212890625,0.6976419687271118,0.6973987221717834,0.697437584400177,0
2025-01-07 01:25:00+00:00,0.6974473595619202,0.6975932717323303,0.6973451972007751,0.697422981262207,0
2025-01-07 01:26:00+00:00,0.6972916722297668,0.6975446939468384,0.6972869038581848,0.6973646879196167,0
2025-01-07 01:27:00+00:00,0.6973111629486084,0.6974959969520569,0.6972576975822449,0.6972916722297668,0
2025-01-07 01:28:00+00:00,0.6972820162773132,0.6974959969520569,0.6972771286964417,0.6973111629486084,0
2025-01-07 01:29:00+00:00,0.6972674131393433,0.6974959969520569,0.6972479820251465,0.6972820162773132,0
2025-01-07 01:30:00+00:00,0.697165310382843,0.6974473595619202,0.6970438361167908,0.6972674131393433,0
2025-01-07 01:31:00+00:00,0.6971507668495178,0.6973987221717834,0.6970778703689575,0.697165310382843,0
2025-01-07 01:32:00+00:00,0.6970049738883972,0.69730144739151,0.6969418525695801,0.6971312761306763,0
2025-01-07 01:33:00+00:00,0.6971070170402527,0.69730144739151,0.6969855427742004,0.6970049738883972,0
2025-01-07 01:34:00+00:00,0.6970292925834656,0.69730144739151,0.6970292925834656,0.6972042322158813,0
2025-01-07 01:35:00+00:00,0.6969515085220337,0.6972528100013733,0.6969369649887085,0.6970438361167908,0
2025-01-07 01:36:00+00:00,0.6969029903411865,0.6971555948257446,0.6969029903411865,0.6969466805458069,0
2025-01-07 01:37:00+00:00,0.696975827217102,0.6971555948257446,0.696864128112793,0.6969078183174133,0
2025-01-07 01:38:00+00:00,0.6972042322158813,0.6972042322158813,0.6969418525695801,0.6969807147979736,0
2025-01-07 01:39:00+00:00,0.6970826983451843,0.69730144739151,0.6969272494316101,0.697009801864624,0
2025-01-07 01:40:00+00:00,0.6972528100013733,0.69730144739151,0.6970292925834656,0.6970778703689575,0
2025-01-07 01:41:00+00:00,0.6971555948257446,0.6972528100013733,0.696995198726654,0.6971555948257446,0
2025-01-07 01:42:00+00:00,0.6972528100013733,0.6972528100013733,0.6969855427742004,0.6972528100013733,0
2025-01-07 01:43:00+00:00,0.6970729827880859,0.6972528100013733,0.6970000863075256,0.6970438361167908,0
2025-01-07 01:44:00+00:00,0.6970389485359192,0.6972528100013733,0.696990430355072,0.6972528100013733,0
2025-01-07 01:45:00+00:00,0.6970826983451843,0.69730144739151,0.696995198726654,0.6971070170402527,0
2025-01-07 01:46:00+00:00,0.6970973014831543,0.69730144739151,0.6970584392547607,0.6970778703689575,0
2025-01-07 01:47:00+00:00,0.6971410512924194,0.6973500847816467,0.6970486640930176,0.69730144739151,0
2025-01-07 01:48:00+00:00,0.6971701383590698,0.6973500847816467,0.6971215605735779,0.697165310382843,0
2025-01-07 01:49:00+00:00,0.6972042322158813,0.6973987221717834,0.6971458792686462,0.697194516658783,0
2025-01-07 01:50:00+00:00,0.6972236633300781,0.6974473595619202,0.697179913520813,0.6972042322158813,0
2025-01-07 01:51:00+00:00,0.6973451972007751,0.6975932717323303,0.6972284913063049,0.6972576975822449,0
2025-01-07 01:52:00+00:00,0.6974473595619202,0.6975446939468384,0.6972869038581848,0.6973598003387451,0
2025-01-07 01:53:00+00:00,0.6974765062332153,0.6976906061172485,0.69731605052948,0.6973695158958435,0
2025-01-07 01:54:00+00:00,0.6975446939468384,0.69773930311203,0.6974716782569885,0.6975057125091553,0
2025-01-07 01:55:00+00:00,0.6976176500320435,0.6977880001068115,0.6975057125091553,0.6975057125091553,0
2025-01-07 01:56:00+00:00,0.6975738406181335,0.6977880001068115,0.6974911093711853,0.6977880001068115,0
2025-01-07 01:57:00+00:00,0.6975932717323303,0.6977880001068115,0.6975154280662537,0.6976906061172485,0
2025-01-07 01:58:00+00:00,0.6975738406181335,0.697836697101593,0.6975203156471252,0.6975932717323303,0
2025-01-07 01:59:00+00:00,0.6976419687271118,0.69773930311203,0.6975203156471252,0.6975787281990051,0
2025-01-07 02:00:00+00:00,0.6974911093711853,0.6977880001068115,0.6974911093711853,0.6975738406181335,0
2025-01-07 02:01:00+00:00,0.6975494623184204,0.69773930311203,0.6974911093711853,0.6975203156471252,0
2025-01-07 02:02:00+00:00,0.6975494623184204,0.69773930311203,0.6974862813949585,0.6975641250610352,0
2025-01-07 02:03:00+00:00,0.697622537612915,0.6977880001068115,0.6975398063659668,0.69773930311203,0
2025-01-07 02:04:00+00:00,0.6976468563079834,0.6978854537010193,0.6975836157798767,0.6977880001068115,0
