Price,Adj Close,Close,High,Low,Open,Volume
Ticker,SEKUSD=X,SEKUSD=X,SEKUSD=X,SEKUSD=X,SEKUSD=X,SEKUSD=X
Datetime,,,,,,
2025-04-21 23:00:00+00:00,0.10519461333751678,0.10519461333751678,0.10535731166601181,0.10508871078491211,0.10511533170938492,0
2025-04-21 23:01:00+00:00,0.10513223707675934,0.10513223707675934,0.10531526058912277,0.10506011545658112,0.10518532246351242,0
2025-04-21 23:02:00+00:00,0.1051759123802185,0.1051759123802185,0.10529130697250366,0.10503021627664566,0.10512848198413849,0
2025-04-21 23:03:00+00:00,0.10512439161539078,0.10512439161539078,0.10528776049613953,0.1050213947892189,0.10503462702035904,0
2025-04-21 23:04:00+00:00,0.10523070394992828,0.10523070394992828,0.10529252886772156,0.105023592710495,0.10510516166687012,0
2025-04-21 23:05:00+00:00,0.10507027059793472,0.10507027059793472,0.10528732091188431,0.10504675656557083,0.10524322092533112,0
2025-04-21 23:06:00+00:00,0.10506993532180786,0.10506993532180786,0.10529208928346634,0.10502690076828003,0.10524653643369675,0
2025-04-21 23:07:00+00:00,0.1051049456000328,0.1051049456000328,0.10531559586524963,0.10504896938800812,0.10507214814424515,0
2025-04-21 23:08:00+00:00,0.10513754934072495,0.10513754934072495,0.10528288036584854,0.10505558550357819,0.10511047393083572,0
2025-04-21 23:09:00+00:00,0.10507546365261078,0.10507546365261078,0.10528331995010376,0.105023592710495,0.10509423166513443,0
2025-04-21 23:10:00+00:00,0.10510019212961197,0.10510019212961197,0.10527966916561127,0.10501366853713989,0.10508649796247482,0
2025-04-21 23:11:00+00:00,0.10521885752677917,0.10521885752677917,0.10530417412519455,0.10503683239221573,0.10507214814424515,0
2025-04-21 23:12:00+00:00,0.10526437312364578,0.10526437312364578,0.10539007186889648,0.10503683239221573,0.10509070008993149,0
2025-04-21 23:13:00+00:00,0.10506343096494675,0.10506343096494675,0.10531503707170486,0.10502911359071732,0.10526392608880997,0
2025-04-21 23:14:00+00:00,0.10511831194162369,0.10511831194162369,0.10530006885528564,0.10503131151199341,0.10504785925149918,0
2025-04-21 23:15:00+00:00,0.10510395467281342,0.10510395467281342,0.10529618710279465,0.10502690076828003,0.10509423166513443,0
2025-04-21 23:16:00+00:00,0.1051160991191864,0.1051160991191864,0.10526614636182785,0.10501377284526825,0.10508407652378082,0
2025-04-21 23:17:00+00:00,0.1051049456000328,0.1051049456000328,0.10528388619422913,0.10501918196678162,0.10509632527828217,0
2025-04-21 23:18:00+00:00,0.10505614429712296,0.10505614429712296,0.10530771315097809,0.10503021627664566,0.10512097179889679,0
2025-04-21 23:19:00+00:00,0.10512826591730118,0.10512826591730118,0.1052570641040802,0.10503208637237549,0.10518543422222137,0
2025-04-21 23:20:00+00:00,0.10518565028905869,0.10518565028905869,0.10525451600551605,0.10504113882780075,0.1051706075668335,0
2025-04-21 23:21:00+00:00,0.10509632527828217,0.10509632527828217,0.1052674800157547,0.10503517091274261,0.10513566434383392,0
2025-04-21 23:22:00+00:00,0.10516806691884995,0.10516806691884995,0.10524643212556839,0.1050199493765831,0.10505757480859756,0
2025-04-21 23:23:00+00:00,0.10517724603414536,0.10517724603414536,0.10526548326015472,0.10501036047935486,0.10503595322370529,0
2025-04-21 23:24:00+00:00,0.10507281124591827,0.10507281124591827,0.10527944564819336,0.10503219813108444,0.10506309568881989,0
2025-04-21 23:25:00+00:00,0.1051238402724266,0.1051238402724266,0.10527224838733673,0.105017751455307,0.10518797487020493,0
2025-04-21 23:26:00+00:00,0.10508738458156586,0.10508738458156586,0.10527025163173676,0.10504864156246185,0.10510947555303574,0
2025-04-21 23:27:00+00:00,0.10520889610052109,0.10520889610052109,0.10527767986059189,0.10504621267318726,0.10513124614953995,0
2025-04-21 23:28:00+00:00,0.10510671138763428,0.10510671138763428,0.10527390241622925,0.10503683239221573,0.1052299216389656,0
2025-04-21 23:29:00+00:00,0.10509412735700607,0.10509412735700607,0.10531547665596008,0.10504753887653351,0.10508407652378082,0
2025-04-21 23:30:00+00:00,0.10517635941505432,0.10517635941505432,0.10527634620666504,0.1050621047616005,0.10508407652378082,0
2025-04-21 23:31:00+00:00,0.1051376536488533,0.1051376536488533,0.1052909791469574,0.10505812615156174,0.1051061674952507,0
2025-04-21 23:32:00+00:00,0.10512450337409973,0.10512450337409973,0.10527944564819336,0.10505415499210358,0.10507291555404663,0
2025-04-21 23:33:00+00:00,0.10512008517980576,0.10512008517980576,0.10529030859470367,0.10506287217140198,0.10524366796016693,0
2025-04-21 23:34:00+00:00,0.10521885752677917,0.10521885752677917,0.10529651492834091,0.10506298393011093,0.10514672100543976,0
2025-04-21 23:35:00+00:00,0.10513267666101456,0.10513267666101456,0.10531970113515854,0.10507071763277054,0.10513556003570557,0
2025-04-21 23:36:00+00:00,0.10515379905700684,0.10515379905700684,0.10533123463392258,0.10508076101541519,0.10527036339044571,0
2025-04-21 23:37:00+00:00,0.10513124614953995,0.10513124614953995,0.10527247190475464,0.10505504161119461,0.10512450337409973,0
2025-04-21 23:38:00+00:00,0.10510902851819992,0.10510902851819992,0.10526881366968155,0.10504522174596786,0.10508297383785248,0
2025-04-21 23:39:00+00:00,0.10511201620101929,0.10511201620101929,0.10526293516159058,0.10504753887653351,0.10511897504329681,0
2025-04-21 23:40:00+00:00,0.10504389554262161,0.10504389554262161,0.10525207221508026,0.10501664876937866,0.10513312369585037,0
2025-04-21 23:41:00+00:00,0.10510196536779404,0.10510196536779404,0.10512318462133408,0.10500131547451019,0.10502877831459045,0
2025-04-21 23:42:00+00:00,0.10501940548419952,0.10501940548419952,0.10513102263212204,0.10499679297208786,0.10509710758924484,0
2025-04-21 23:43:00+00:00,0.10502073168754578,0.10502073168754578,0.10512450337409973,0.10498809069395065,0.10502193868160248,0
2025-04-21 23:44:00+00:00,0.10508076101541519,0.10508076101541519,0.10517282038927078,0.10500451177358627,0.10509136319160461,0
2025-04-21 23:45:00+00:00,0.10500859469175339,0.10500859469175339,0.10511919856071472,0.10498809069395065,0.10501785576343536,0
2025-04-21 23:46:00+00:00,0.10498324036598206,0.10498324036598206,0.10512163490056992,0.10496263951063156,0.10500859469175339,0
2025-04-21 23:47:00+00:00,0.10496494919061661,0.10496494919061661,0.10508076101541519,0.1049526110291481,0.1049792692065239,0
2025-04-21 23:48:00+00:00,0.10503837466239929,0.10503837466239929,0.10505294799804688,0.10495613515377045,0.10496032238006592,0
2025-04-21 23:49:00+00:00,0.10502083599567413,0.10502083599567413,0.10509710758924484,0.10496494919061661,0.10498302429914474,0
2025-04-21 23:50:00+00:00,0.10511964559555054,0.10511964559555054,0.10517625510692596,0.10500010848045349,0.10500010848045349,0
2025-04-21 23:51:00+00:00,0.1050633117556572,0.1050633117556572,0.1052093356847763,0.10503087192773819,0.10512715578079224,0
2025-04-21 23:52:00+00:00,0.10505713522434235,0.10505713522434235,0.10515236109495163,0.10502216219902039,0.10504719614982605,0
2025-04-21 23:53:00+00:00,0.10503462702035904,0.10503462702035904,0.10512318462133408,0.10500671714544296,0.10504963248968124,0
2025-04-21 23:54:00+00:00,0.105075903236866,0.105075903236866,0.10516639798879623,0.1050199493765831,0.10505381971597672,0
2025-04-21 23:55:00+00:00,0.1051413044333458,0.1051413044333458,0.10520556569099426,0.10504764318466187,0.105075903236866,0
2025-04-21 23:56:00+00:00,0.10505194962024689,0.10505194962024689,0.10517934709787369,0.10502756386995316,0.1051413044333458,0
2025-04-21 23:57:00+00:00,0.10508716106414795,0.10508716106414795,0.10514440387487411,0.10503649711608887,0.10506872832775116,0
2025-04-21 23:58:00+00:00,0.10506220906972885,0.10506220906972885,0.10514704883098602,0.1050100326538086,0.10506055504083633,0
2025-04-21 23:59:00+00:00,0.10506993532180786,0.10506993532180786,0.10515832901000977,0.1050398126244545,0.10506695508956909,0
